File,FAQ_Number,Question,Answer
Employment of Relatives.txt,5,What are the potential conflicts of interest the policy seeks to address?,"The policy seeks to avoid situations where a relative could unduly influence hiring, promotions, performance reviews, or other employment-related decisions, leading to actual or perceived favoritism."
Employment of Relatives.txt,6,Who has the final authority to approve the hiring of a relative?,The Chief Human Resources Officer (CHRO) has the sole authority to approve the employment of a relative.
Employment of Relatives.txt,7,"What if a new relationship (e.g., marriage) develops between two employees after they've been hired?","If a new familial relationship develops after employment, either the employee or their relative will be subject to transfer as decided by the Talent Acquisition partner and reporting manager."
Employment of Relatives.txt,8,What is the procedure for an employee to disclose that they have a family member working at Angel One?,"Upon joining, all new employees must sign a declaration disclosing any family members already employed by Angel One."
Employment of Relatives.txt,9,What are the responsibilities of the Head of Department (HOD) regarding this policy?,The HOD is responsible for ongoing monitoring of policy compliance and any changes in reporting relationships amongst their team members after initial hire.
Employment of Relatives.txt,10,What happens if an employee fails to comply with this policy?,"Non-compliance can lead to disciplinary action, up to and including termination of employment."
Employment of Relatives.txt,11,Is there a process for requesting an exception to this policy?,Any exception must be approved by Lissie George.
Employment of Relatives.txt,12,Who is responsible for interpreting the provisions of this policy?,The functional policy owners are responsible for interpretation;  Lissie George handles exception requests.
Employment of Relatives.txt,13,How often is this policy reviewed?,"The policy is reviewed annually, with the next review scheduled for March 31, 2024."
Employment of Relatives.txt,14,Where can I find the most current version of this policy?,The most up-to-date version will be communicated in writing by Angel One to all employees.
Employment of Relatives.txt,15,Can this policy be changed?,"Yes, this policy is subject to change at any time by Angel One.  Any changes will be communicated in writing."
Employment of Relatives.txt,16,Who are the primary contacts for questions about this policy?,The primary contact is rahat.sharma@angelbroking.com and the secondary contact is andleeb.mujeeb@angelbroking.com from the HR - Talent Acquisition Team.
Employment of Relatives.txt,17,What is the relationship between this policy and the Code of Conduct & Ethics?,The Code of Conduct & Ethics supersedes this policy and all other policies within the organization.
Employment of Relatives.txt,18,What is the effective date of this policy?,"This policy is in effect from April 1st, 2023."
Employment of Relatives.txt,19,Who is the policy owner for the Employment of Relatives policy?,The HR - Talent Acquisition Team is the policy owner.
Employment of Relatives.txt,20,"If I have a question or need clarification, whom should I contact?","For clarification, contact Lissie George. For general questions, contact the HR - Talent Acquisition Team at rahat.sharma@angelbroking.com or andleeb.mujeeb@angelbroking.com"
